file_id,transcription_method,summary_method,summary_length,content
OHC003719_004,Synopsis,Manual,256,Brief mention of existence of geisha pre-war and Japanese businessmen in Middle Road. Interviewee’s family had no shortage of food during war. Family was given eggs by pig farmers in return for their swill. Swill collection for pigs. The bread they had could bounce off the floor. Named person who betrayed his brother during mass screening. His relationship with his brother. Witnessed a group of people killing a Taiwanese working for the Japanese. Saw a poster identifying a traitor. Revenge killings after the war. Interviewee left College Building before the war to join Oriental Telephone Electric Company (OTEC). He repaired bicycles during the war. Interviewee also gave tuition when he returned to school postwar. War taught him about gratitude and compassion. What father taught him.
OHC003719_008,Synopsis,Manual,256,Interviewee and wife had a joint bank account. What wife did after retirement. They knew each other’s friends. Interviewee would spend time with his family. Interview met wife in 1957 and got married in 1959. Need to avoid temptation to preserve one's marriage. One should not jump into conclusions abruptly.
OHC003719_003,Synopsis,Manual,256,Elaboration on scouting activities. Mentioned Purdy camp in Changi. Learnt about astronomy in scouts. Why he enjoyed going to Purdy camp. Why he enjoyed camp fire most. Father would bring him to buy and sell cigarettes during the war. Developed his patience during his formative years as he followed his father around. What he did as an office boy in Medical College. He bears no grudges against the Japanese for killing his brother. Bomb shelters in Moh Guan Terrace. Mistook air-raid for drill. Interviewee was an 11-year old scout when he was asked to control the crowd in the air-raid shelter. People would have early dinner and hide there. Some would bring their pillows and mattresses. There was a toilet and tap in the shelter. Interviewee’s own air-raid shelter at home was a table. Interviewee’s encounter with the Japanese. There were female Japanese officers from College Building.
OHC003719_007,Synopsis,Manual,256,Leisure venues for the young during interviewee’s time. Brief mention of Lau Poh San Dance Studio. Those without dance partner could find one in the cabaret. West Point was a big place for dance. Mentioned the jury system. Mentioned matchmakers in those days. Interviewee did not have any pre- conceive notion of his dream girl. His wife’s educational background. Elaboration on his wedding in 1959. Interviewee finished his studies around 1968. Why he stayed in a quarter. Elaboration on Oriental Telephone Electric Company (OTEC). His wife was strict. Made daughter read to improve her language. Why he thinks that reading is important. How interviewee and wife spent their time together. They had a joint bank account.
OHC003719_005,Synopsis,Manual,256,There was not much difference in life before and during the war for interviewee. Saw Australian soldiers marching in high spirits after the war along Outram Road. Mentioned ration cards. Looting of rice and organ from Jubilee Church during Japanese surrender. Many rich businessmen kept their mistresses in Tiong Bahru before the war. Some homes in Tiong Bahru had tombstones within their hall. Interviewee used to take rides on the bullock cart that passed by his neighbourhood. Elaboration on his education. Mentioned some of his prominent schoolmates. Interviewee took up accountancy and joined Singapore Municipality in 1949. He got married within 100 days of father’s death. He applied for City Council as it was more established. He gave money to his parents after he started working.
OHC003719_001,Synopsis,Manual,256,"Parents were from Penang. Interviewee lived in Eng Hoon Street, Tiong Bahru, from 1930 - 1953. His educational background. Father used to supply sand to naval base before he was swindled by his partner. Eldest brother was the sole bread winner. Father went bankrupted in 1940. They lived in a shop house. Living conditions at home. Mentioned eating chicken blood. Food was kept in a larder. Girls in his family were not educated due to shortage of money. Values father taught regarding money. Parents did not set any expectations for their children. Games they played. Servants would bring interviewee to watch opera. Remembered watching opera in Great World. Mentioned Sky Theatre, an open-air theatre."
OHC002806_009,Synopsis,Manual,256,"Division of work between him and his partner; how business later split into 2 broad categories: Interior and Exhibitions. Interior involved offices and retail, while exhibitions encompassed festival decorations, museum interiors and product launches. Explained the structure of the company and how it evolved over the years. Initially named Kingsmen Designers and Producers, company had progressed to become Kingsmen International 20 years later. Criteria for selecting partners and higher management staff. Problems faced in the early years with overseas partners and examples of foreign partners whose expectations were mismatched with company objectives. Working relationship with his partner, in terms of communication, decision-making, and responsibilities. Touched on his personal side."
OHC002806_011,Manual,bart,256," BS' company handled 53 units for UOB, a series of banks and Robinsons Group in one and a half years. It also handled Burberry and its expansion in the region. The company prides itself on being one up over others as far as the areas that it focuses on. The chances of winning a job are between 60 to 80% and 75%. The company was the pioneers in light-up decoration for the first two years. This year, they decided to come back and work with the Tourism Board again. It took quite a while for the company to get the permission of the stock exchange to carve it into a listed group and non-listed group."
OHC002806_002,Manual,bart,256,"BS was educated in an English primary school called Winstedt Primary School. He couldn't speak a single word of English at the age of six. He passed every subject in his primary school and was in the top 15% of his class. He went to Gan Eng Seng School up to O-level. In Sec 3, he went to pure Science and dropped Art completely. He was chosen to go to the Outward Bound course at O-levels. BS is trying to promote the local artists in Singapore. He is grateful for the training he went through 30 years ago. He introduced it to the company he works in now."
OHC003719_002,Manual,bart,256,"PC tells JC about the Great World. There were three theatres, Sky, Atlantic and Wing Chun Yen. The biggest was called Cross Street Course – Spring Court. Tickets to the Cabaret were one dollar for three coupons. PC went to a dance hall in Tiong Bahru and saw some professional wrestlers and dance hostesses. PC's parents didn't take him out when he was young. He was in Outram School in Standard 2A. He became a Book Club member and a Scout. After the war, he was a Scout at Raffles. PC collected a pension from the British government after the war."
OHC002806_004,Manual,bart,256," BS started working in PDA company 7 years ago. It was mainly window display, signboards and cinema posters in the early 70s. Today, more than 50% of the business is repeatable. The business has a low entry barrier and it's easy to start a design company. BS worked for Publicity and Display Associates for 30 years. He was offered three times to take up a share in the company, but he didn't want to because he's not interested in organising trade shows. He used to get less than one third of the market value for his qualification for the job he started in the civil service."
OHC003719_008,Manual,bart,256,PC has been married to his wife for 51 years. They keep their money in a joint account. PC and his wife have time for each other and give and take. PC's wife used to work in a mobile clinic and she helped with the care of the mothers after she retired. PC is not sure if his wife is Catholic. PC believes women should not be forced into marriage. PC doesn't have anything else to add to the interview with JC. JC thanks PC for the interview and wishes him luck. It's the end of the interview.    It's PC's interview. JC is happy to hear it. 
OHC002806_013,Manual,bart,256,"BS is a successful entrepreneur who started a business in the 70s and 80s. He has three children, Marianne, Gavin and Gillian, who are all five years apart. He doesn't encourage his daughter to become an entrepreneur. He would prefer to be an employer than an employee. He is against the idea of pushing people to become entrepreneurs. He believes there are three aspects to success: knowledge, spiritual and material, and to have a good balance. He admires Lee Nian Bo, who was Chairman of the Singapore Optometric Association more than once. BS doesn't have a mentor, but he does have a childhood friend."
OHC003609_002,Manual,bart,256,"Mr Oon didn't want to join the Singapore Philharmonic Orchestra, but his violin teacher convinced him. Yeo Joon-Woon was in the orchestra when it was disbanded two years ago. Leslie Fong used to play in a symphony orchestra in Singapore. OJT played violin in the Singapore Symphony Orchestra. The orchestra practised once or twice a week in a commercial function hall in RELC, the Regional Language Centre. The audience was mostly Singaporeans and westerners. The Ministry of Education is pushing arts and music and sports into the schools. Ojt's son wanted to learn French horn, so he went to New York to learn it."
OHC003719_004,Manual,bart,256,"PC's father died at the age of 77, when PC was 29. His second brother was taken by the Japanese as a prisoner of war. PC worked for Japanese during the war as an office boy repairing telephone lines. After the war, PC went back to school to finish his schooling, went to work at OTEC as a phone repairman until he was 29, and now he's working as a telephone repairman in Singapore. PC used to play badminton behind his house in Tiong Bahru. He used to give free tuition in Maths to a boy and girls in his neighborhood. PC's neighbour was stabbed to death after the war."
OHC002806_006,Manual,bart,256,"BS runs a business that serves Singapore, Malaysia, Thailand and Indonesia. He started in Malaysia in 1981 and later expanded to Thailand, Indonesia and Singapore. He doesn't talk to his suppliers on the job and takes care of his suppliers. His design team is one of the strongest in Singapore with about 30 on full-time and they take on freelance designers to help them. They manage $8,000,000 of nominated contractors job. BS has been doing business in the Middle East since 1984. His competitors were from developed countries, but they were expensive, so he has an edge in cost. He didn't go to business school."
OHC003719_006,Manual,bart,256,"PC started working at the age of 8 and has been working for 50 years. PC studied accounting in the sixties and became a qualified Accountant. PC wanted to resign at one point, but he didn't want to block the promotion of the present staff. PC's father died of cerebral haemorrhage and his mother died less than two days later. PC converted to Roman Catholicism because of his wife Alice Tan. PC was baptised before he married his Catholic wife. PC went to the Philippines with his family and met Ban Ki Hao and Tan Boon Seng. PC spent $20,000 on the trip."
OHC002806_012,Manual,bart,256,"BS received a recognition from the government for his company Kingsmen. JC and BS disagree on the importance of personality in business. JC believes it is important for nation-building to build strong organisations which are locally based and want to sink their roots here and expand from here. BS doesn't think it's a good idea to encourage youngsters to start their own business from school. JC thinks it is fair to give both sides of the picture in any big decision and to talk about four points of good and three points of bad, if you think that the good outweighs the bad.   The government relaxed on allowing people to work from home recently."
OHC002806_003,Manual,bart,256," BS won a prize for his painting at Gan Eng Seng School. He was active in soccer, hockey, rugby and Outward Bound School. After graduating, he went straight to work. He did his MBA at the age of 46. BS left school to join workforces because her parents couldn't support her studies. She started her own business to support her younger sister who wanted to go to university. She worked in a shop house in number 14, Mohamed Sultan Road for about one or two years. She sub-contracted out to the art studio who's producing signboards and she was given a chance to reply to letters from her boss. "
OHC003609_001,Manual,bart,256,"Mr Oon Chong Huang was born on 27 March 1963 in Singapore. He has three siblings: Oon Jin Eu, himself and his younger brother Oon Joon Gee. They were all taught to play the piano and violin by their parents. OJT started piano lessons in primary school when he was in Primary 2 or 3. For violin he started after the violin came along. He played in the Youth Orchestra and the newly formed Singapore Philharmonic Orchestra. He didn't enjoy playing in orchestras, but he benefitted from it. He met his music teacher, Mr Lim Peng Ann, a few times with his parents."
OHC003719_007,Manual,bart,256,"PC was in a conservative relationship in the 1950s and 60s. He used to go for weekend picnics by the seaside and dance at night clubs. PC used to date a girl when he worked as a jury, but she didn't want to go out with him anymore. PC met his wife when she was a staff nurse and they married in 1959. They have been married for 51 years. PC's wife earns more than him, but they don't talk about it. PC is studying for his accountancy license and his wife is disciplining the kids. They want to move to Australia, but can't force their children to join them."
OHC002806_005,Manual,bart,256," BS quit PDA at the end of March and started her own company Kingsmen with her partner Simon Ong. JC wants to know more about the initial setup of Kingsmen and the clients she worked with at PDA company. BS had $12,000 from his partner and $6,000 of his own money for the initial capital for the company.    The company has been profitable every single year of its existence and it's sad that profitable companies have to cut away the annual dinner and dance for their staff. JC doesn't know if they learn about BS' success from his PDA business. BS doesn't have any contact with them."
OHC003719_001,Manual,bart,256,"PC was born in August 1930 at 24 Eng Hoon Street in Singapore. He attended Pearl's Hill Primary School, Primary One, Primary Two, Standard One, Outram School and Raffles Institution. His father was a businessman who went bankrupt at the age of 50 and his mother was a housewife. PC's family lives in a shop house with his parents, three maids and 10 children. They live upstairs two storeys in a big hall, they have one room above the shop house, one room at the front and one room in the back, they don't have air-con, so they have to deal with the heat in the house. They collect eggs from pig farmers every year for Lunar New Year and collect swirls for the end of the year. PC used to have a servant who took care of him when he was seven or eight years old."
OHC002806_014,Manual,bart,256," BS believes that hard work and luck are 80% of success, and 20% luck is only 20%. Kingsmen's vision is to be number one in the Asia Pacific region. Kingsmen want to expand the other offices when they get into the ListCo. They have a good second echelon of potential leaders and they will start grooming them in another 3 years or so. BS doesn't give his kids a lot of money. He gives them a bit of money when they're young, but not too much. He doesn't over-indulge in his kids' education. He considers giving them a daily allowance for their school."
OHC002806_001,Manual,bart,256,"BS was born in North Boat Quay on 15 July 1949. He lives in a 3-storey house with about six families living in one room. He has two sisters, two brothers and a younger sister. His family was poor and his father came from China. His parents had their own business selling ice water, chin chow and soil. BS used to read a lot of philosophy, psychology and history books. He used to play soccer every day and read about great men like Woodrow Wilson, Abraham Lincoln and Florence Nightingale. He is a member of Singapore Cricket Club. His father instilled good values in him and his family."
OHC002806_010,Manual,bart,256,"BS and JC discuss the Kingsmen's philosophy and management policy. They talk about HR issues and the management of high-ranking management staff. BS works in a company that expects its employees to be flexible when it comes to overtime work. The mascot of the company is Humpty Dumpty, which is a nursery rhyme sung by English children. The company adopted grey, red, and silver colours from day one and it's always among these two or three colours. It's a neutral colour, but it's something that the company likes to keep. In the 1990s, the Gulf War and the economic downturn hit Singapore hard, but the company was not hit by the downturn."
OHC002806_008,Manual,bart,256,"BS started in 1983 in Thailand, then in 1984 in Malaysia, 1984 in Singapore, and 1997 in Hong Kong. Now he has a joint venture with 50% control of accounts consolidation in the Hong Kong market. His partner looks after places like Malaysia, India, Vietnam and he has to make compromises to suit their local needs. The company is 100% foreign-owned and has no Chinese partners. It has over 20 employees in Beijing, about 18 in Shanghai and about 120 in Thailand. It's working in other places like Hong Kong, Korea, Japan, Vietnam, Indonesia and Indonesia. It is in a profit already this year and is going to grow in the near future."
OHC002806_007,Manual,bart,256,"It took Kingsmen seven years to plow back their first profit in Kuala Lumpur. They started offices in Singapore, Thailand and Indonesia to service their major customers who were spreading their wings overseas. BS has been working in Thailand for the last 25 years. He used to run his own company 100% financed by him and his family. Two years ago, he bought into a bigger company and introduced fine interior work. After Suharto's downfall, Businesses in Indonesia were profitable every year. Business in Indonesia is not so big, but they are going to increase their commitment there. Globalisation and more free trade means that the markets are opening up."
OHC003719_002,Auto,bart,256,After the war Paul Paul wants to change the rules of the team. Dean wants to run away when he's finished his school cert. Abdi is worried about Bieber. Jek's father was a teacher in India. Mimi's mother was 41 when the Japanese attack near and she was the only actor. Wilbur's father died of a stroke and his brother lives in the War Memorial. Nick wants to buy a lot of basin for his house. Scooby was working in the medical college in the time of the war. He tried to bring about everybody's nothing and winter there were flown to everything. John and John will get college pension when they reach 60.
OHC002806_007,Auto,bart,256,Shane organises trishaw trade show in Singapore. Shane has to focus more on the business in the last 2 years. Sarah is marketing Indonesia. Sarah's company is in debt. Steve is a partner in a company that is looking for a new general manager. Steve and his company have increased their commitment over the pension. Sarah explains the difference between marketing in Indonesia and marketing in the U.S. and in the rest of the world. Sarah also talks about the editing spirit and the editing process. Sarah had problems with the quality issues with some of her previous projects and she has to keep the reputation of the company and deliver what she promises.
OHC003719_006,Auto,bart,256,Mr Portugal had a job interview in the city council. Mr Mutu and Mr Hideki got promoted at 21. Nick didn't get the job at the company he wanted. Nick and Nick's company has problems with their accountant. Honeywell was 14 when he met Wendy Ms Ellis. He went to Montenegro to study Russian literature. Oliver is going to meet his ex-girlfriend on Saturday. They will meet her family in Europe. Oliver and his girlfriend had an affair in Atlanta. Oliver was good with dependency and most senior with other people. Sony got a doctor that the kampong and got released. Andy Dick was sent to 7 o'clock. Gwen Rees brought every weapon to the conference.
OHC003719_001,Auto,bart,256,Sheikh Sheikh and his family are looking for a new place to live. Mr Shaw's parents came from India and settled in Singapore on India gang children. Nick's mother left him and his siblings alone in the shop house in a 2-story house in the street. Nick and Amy are going to meet. Britt's family was illiterate. Alvaro and Sharon were bitten by their parents when they were growing up. Danielle's parents want to celebrate Chinese New Year. Danielle will not move because of the lack of money. Daniel will not give Danielle's children the school uniform. Daniel's brother is a jumble wrote in the same language as his brother.
OHC002806_005,Auto,bart,256,Mean lost his job and half a percent of the company. Watson and his partner own their own production company. The company is run down and the shares are not registered. Mean has been working for 2 years to get into the company to his previous companies. He was cut from the telecoms and he has to move to his house. He has to apply for the telephone line to be shifted from his previous place to his new place. He's looking for a place where he can do production. He started the room that belongs to Yong so and he found no roomroom light. Simon used to treat his staff to a party in Indonesia's in the early days. Now he doesn't have time for the party. 
OHC002806_014,Auto,bart,256,"Stu wants to build a stronger foundation for the organisation locally with group. Mr Soh has been working closely together with Stu and the group, but he has too much business and he is not able to focus on his work. Rick went back to MND. They took up money from a bank to pay for 4,000 plus. They want to continue to upgrade keys each and every office so that they can hold onto the keys to the organisation for the future. Stu is a percentage point of the group. He wants to learn to get to a new level and expand the organisation. He also wants to teach the kids the importance of not spending too much money on education."
OHC002806_001,Auto,bart,256,"Mr Menon lives in a shop house by the river Singapore River. Stevie's father used to run a gambling den and a business selling ice water chin chow chow. Jan used to make a living out of gambling and swimming. Karzai's daughter went to school for a year and she's a housewife with 2 children. She had to rushing to and looking after 5 kids, so she's close to her housemate, Rochas. Robert doesn't know the SARS, but he enjoys reading books and watching movies. He gets his meals from Samsung. Jan has seen some celebrities and some people throwing Kampong clips."
OHC002806_010,Auto,bart,256,"William Tan and Mason Neivelle have a good synergy between them and the rest of the staff. Manning is a project manager at a company. Chen is looking for a new manager for his company. Mr Solomon's company is closing on 6th day of the month. Step is a small island with 80 families. It was founded by US in the mid '80s. It has a good economic situation. Nick, the enemy, reached in 1999 when he hosted Radcliffe between you and the rock. He wants a girl named at the production house with a simple name and a humble management style. He doesn't want his brother to get married."
OHC002806_009,Auto,bart,256,Simon and Simon are the owners of a company called King's Men. Simon wants to focus more on business and less on the clients. Richard is not sure about the future of his company. Mitch and Simon want to change the management philosophy of the company they work in. John ICC will be the new chief of Sia brother's company. He will be responsible for a lot of big projects.   He has been responsible for the Robinsons all these years. He doesn't have to discuss with John ICC.  John ICC is a trust.  The organisation promotes its clients and gives them subsidies. It also promotes their success.
OHC003719_005,Auto,bart,256,Mr Chirac talks about the lessons from the war and lessons from after the war. Tessa wants to go to Outram School. After the war Abdallah and his family were forced to give up their house in Kim Seng Road and they moved to a house in Nifty blue. Perry and Perry's family lived there when they were children. Alberro went back to school and shared his English with his neighbours. Rick and his classmates are going to a career exhibition. Clegg got a job at OCBC. He doesn't want to give money to his parents as he has enough money in the Enron. Rick wants to work for the city council.
OHC002806_003,Auto,bart,256,"Mr Soh applied for a job at a school. Julian is studying for an MBA and wants to change the emphasis of his education. Wendy's boss is outstanding. Osman's English was not good, but he won the competition out of 42 or 44 people out of which 16 passed the exam. He is going to study English in the Westlake this year and mediate around the classes. He has to renew the commercial line of the company. He doesn't drink beer early and he doesn't go out drinking beer late. He didn't play football in his youth. He played rugby for the school. He was invited by some friends to play soccer."
OHC003609_001,Auto,bart,256,"Mr Woon is having an interview with Carrefour. His parents are Dr. John and Dr. Dennis. Mr Woon comes from a family of 3 siblings with a strong interest in music. Wendy took piano lessons in primary school, Lee's father played the violin, Lee started playing the piano when he was a teenager, Ali joined the Singapore Youth Orchestra and Henry Khoo is a violinist. Lin chose the clarinet because his gang brother was fighting and he wanted to learn more about the cello. Ronald had a scuffle between Ronald and Monica when working at the studio. Ali used some of her pieces to prepare for the audition for the Philharmonic."
